word,f_Reference
Z5                   312904 ,
Z8                   72023 ,
A3+                  24177 ,
Z99                  22165 ,
Z1                   16434 ,
N1                   15606 ,
Z2                   14502 ,
A1.1.1               12189 ,
A7+                  10590 ,
M1                   10157 ,
A9+                  10082 ,
M6                    9859 ,
Q2.2                  9724 ,
S7.1+                 8413 ,
T1.3                  8327 ,
Z6                    8052 ,
Q2.1                  7024 ,
N4                    6620 ,
N5                    6385 ,
O2                    6100 ,
N5.1+                 5944 ,
M7                    5888 ,
S5+                   5811 ,
B1                    5489 ,
M2                    5347 ,
X7+                   5233 ,
S6+                   4861 ,
T1.1.3                4846 ,
Z3                    4809 ,
A13.3                 4808 ,
A6.1-                 4629 ,
A9-                   4474 ,
N5+                   4457 ,
A2.2                  4362 ,
Z4                    4344 ,
S8+                   4225 ,
X2.1                  4139 ,
A10+                  4107 ,
G1.2                  4064 ,
S4                    4002 ,
A2.1+                 3939 ,
A4.1                  3769 ,
O4.3                  3747 ,
P1                    3691 ,
Q1.2                  3691 ,
N5++                  3576 ,
G1.1                  3542 ,
I1                    3515 ,
W3                    3466 ,
I3.1                  3381 ,
L2                    3225 ,
G3                    3152 ,
X4.2                  3108 ,
T3-                   3043 ,
S9                    3016 ,
F1                    2974 ,
T1.1.2                2961 ,
A5.1+                 2905 ,
S2                    2896 ,
A11.1+                2803 ,
X3.4                  2795 ,
T2+                   2757 ,
I2.2                  2738 ,
A14                   2674 ,
I1.1                  2654 ,
H2                    2642 ,
O4.1                  2642 ,
I2.1                  2634 ,
B5                    2625 ,
T1.1.1                2598 ,
H1                    2580 ,
Q1.1                  2564 ,
S2.2                  2534 ,
L3                    2439 ,
G2.1                  2418 ,
X2.2+                 2302 ,
A6.2+                 2275 ,
C1                    2263 ,
O4.4                  2239 ,
N5-                   2235 ,
X2.4                  2176 ,
M3                    2171 ,
T2++                  2162 ,
S1.1.1                2089 ,
Z7                    2071 ,
H5                    2062 ,
K1                    2058 ,
K5.1                  2053 ,
T2-                   2035 ,
O1.1                  1991 ,
A1.5.1                1965 ,
X4.1                  1947 ,
A6.1+                 1924 ,
T1                    1913 ,
Q4.1                  1741 ,
B3                    1711 ,
Q3                    1653 ,
N6+                   1651 ,
E3-                   1647 ,
A4.2+                 1625 ,
A1.8+                 1624 ,
A10-                  1609 ,
N3.2+                 1606 ,
O4.2+                 1604 ,
H4                    1592 ,
A12-                  1590 ,
L1-                   1585 ,
X5.2+                 1511 ,
N5.1-                 1470 ,
A13.2                 1439 ,
A5.4-                 1413 ,
N3.3                  1411 ,
A13.4                 1409 ,
A8                    1409 ,
X9.2+                 1382 ,
E2+                   1372 ,
E4.1+                 1370 ,
S2.1                  1364 ,
I1.2                  1318 ,
N3.8+                 1282 ,
B2-                   1275 ,
X3.2                  1271 ,
S7.4+                 1270 ,
I1.3                  1254 ,
T1.2                  1251 ,
N3.2-                 1218 ,
K2                    1207 ,
X8+                   1179 ,
A5.4+                 1149 ,
Y2                    1126 ,
S3.1                  1122 ,
N5.2+                 1121 ,
A1.7+                 1071 ,
X9.1+                 1060 ,
O4.6+                  988 ,
O1.2                   983 ,
E4.1-                  979 ,
N3.7                   965 ,
F2                     963 ,
E6-                    961 ,
T3+                    961 ,
S1.1.3+                918 ,
F4                     912 ,
W1                     912 ,
X6+                    911 ,
S1.1.2+                905 ,
S8-                    885 ,
B4                     883 ,
A6.3+                  860 ,
A13.6                  856 ,
M4                     843 ,
H3                     838 ,
Q4.2                   828 ,
N3.7+                  818 ,
A1.1.2                 815 ,
I1.3-                  780 ,
A5.2+                  779 ,
O4.5                   778 ,
Y1                     778 ,
W4                     770 ,
S5-                    761 ,
N2                     760 ,
E5-                    757 ,
Q4                     740 ,
K4                     738 ,
T1.3+                  733 ,
A1.7-                  727 ,
A5.1+++                723 ,
T3                     722 ,
X2.6+                  714 ,
S7.1-                  697 ,
Q4.3                   690 ,
O1                     689 ,
A6.2-                  684 ,
I4                     674 ,
A6.1+++                668 ,
N3.3-                  665 ,
A1.4                   664 ,
A6                     660 ,
O4.2-                  660 ,
A13.5                  658 ,
A13.1                  653 ,
O3                     651 ,
M5                     643 ,
N5+++                  629 ,
A5.1-                  624 ,
E3+                    623 ,
A5.1++                 619 ,
M8                     610 ,
A12+                   603 ,
L1                     594 ,
G2.1-                  570 ,
A1                     552 ,
X2.5+                  551 ,
A11.2+                 546 ,
A5.3+                  544 ,
G2.2-                  516 ,
N3.2                   510 ,
S3.2                   508 ,
A1.2+                  504 ,
A5.1                   478 ,
A7-                    474 ,
N6                     463 ,
E2-                    453 ,
A7                     448 ,
N3.3+                  441 ,
A13.7                  439 ,
S1.2.5+                433 ,
T4--                   423 ,
N3.1                   413 ,
N6-                    410 ,
Q1.3                   409 ,
G2.2+                  405 ,
E2++                   384 ,
N6+++                  378 ,
E1                     373 ,
A15-                   370 ,
X9.2-                  369 ,
T4+                    367 ,
X7-                    358 ,
A1.9                   354 ,
E4.2+                  352 ,
A5.3-                  344 ,
X5.1+                  344 ,
T1.3-                  341 ,
N3.8                   340 ,
N3.5                   338 ,
A5.2-                  332 ,
T4-                    330 ,
N3.4                   325 ,
A11.1-                 322 ,
X3.2-                  320 ,
S7.2+                  316 ,
K3                     312 ,
N3.7-                  310 ,
X2.3+                  307 ,
S7.4-                  306 ,
A1.3+                  305 ,
O4.6-                  303 ,
O1.3                   300 ,
I3.1-                  296 ,
T3++                   295 ,
X5.2-                  284 ,
S1.2.1+                280 ,
N3.8-                  270 ,
T3---                  266 ,
I3.2+                  259 ,
S1.2.1-                258 ,
X2.2-                  252 ,
A2.1-                  250 ,
A1.6                   248 ,
N3.2+++                247 ,
E6+                    245 ,
I1.1-                  242 ,
I1.1+                  239 ,
W5                     225 ,
A1.8-                  224 ,
A1.5.2+                220 ,
X2.5-                  212 ,
S7.3+                  206 ,
S1.2.6+                204 ,
N3.7++                 202 ,
T3--                   197 ,
B2+                    195 ,
S1.2.3+                191 ,
X3                     188 ,
S1.2.6-                184 ,
N5--                   182 ,
A4.2-                  177 ,
X3.1                   176 ,
A15+                   166 ,
X1                     158 ,
E4.2-                  157 ,
N3.2++                 157 ,
X9.1-                  157 ,
S6-                    156 ,
A1.2                   153 ,
O1.2-                  151 ,
T2+++                  150 ,
G2.2                   147 ,
N3.8++                 147 ,
S1.2.5-                146 ,
F3                     135 ,
A7+++                  134 ,
E5+                    134 ,
S7.1                   132 ,
X3.4-                  131 ,
S1.2.2-                130 ,
S1.2.4+                130 ,
B2                     129 ,
N3.5-                  126 ,
A11.2-                 121 ,
G2.1+                  117 ,
K5                     117 ,
S1.1.3-                117 ,
S1.2.2+                117 ,
A1.4+                  115 ,
N3.5+                  113 ,
S7.1++                 111 ,
O4.6                   110 ,
S1.2.4-                109 ,
X3.5                   109 ,
X3.3                   108 ,
K6                     107 ,
A1.3                   106 ,
S7.3                   103 ,
X2.6-                  100 ,
N3.2--                  97 ,
A11.1+++                95 ,
A5.1--                  94 ,
L1+                     93 ,
N3.6                    93 ,
T3+++                   91 ,
X2.2                    87 ,
T1.3++                  83 ,
F1-                     81 ,
A1.7                    75 ,
E2+++                   74 ,
A1.4-                   73 ,
S1.2                    73 ,
A1.5.2-                 71 ,
A12++                   71 ,
K5.2                    68 ,
X5.1-                   68 ,
N5---                   65 ,
A1.2+++                 64 ,
I1.3+                   64 ,
N3.3--                  61 ,
N5.1                    59 ,
N3.4-                   58 ,
N3.7+++                 55 ,
S4-                     55 ,
A5.1---                 54 ,
A6.3-                   54 ,
S1.1.4+                 54 ,
X3.2++                  53 ,
X3.4+                   53 ,
X3.2+                   52 ,
F2++                    51 ,
X9.2                    51 ,
N3.4+                   50 ,
G3-                     48 ,
I3.2                    48 ,
O4.2                    47 ,
T1.1                    47 ,
X2                      46 ,
S1.2.3-                 42 ,
X3-                     40 ,
B5-                     38 ,
X2.6                    37 ,
X6                      37 ,
T2                      35 ,
A11.1                   34 ,
A2.1                    34 ,
A6.1                    32 ,
N3.3---                 32 ,
Q2.1-                   32 ,
S7.2-                   32 ,
A12+++                  31 ,
G1.1-                   31 ,
I3.2-                   31 ,
N5.1--                  31 ,
X9.1                    31 ,
S1.1.2-                 29 ,
S3                      29 ,
A11.1++                 28 ,
S7.1--                  28 ,
A1.2-                   27 ,
N3.6+                   27 ,
X9.1++                  27 ,
E1-                     24 ,
I1.3--                  24 ,
N3.7---                 24 ,
S1.2.5++                24 ,
X2.1-                   24 ,
A1.5.1+                 22 ,
A1.5.2                  22 ,
E3                      22 ,
X5.1++                  22 ,
S1.1.4                  21 ,
A1.5.1-                 20 ,
N3                      20 ,
A2.2-                   19 ,
E2                      19 ,
S1.2.5+++               19 ,
N3.2---                 18 ,
T1.3+++                 18 ,
N3.8++++                17 ,
S7.4                    17 ,
F2-                     16 ,
I1.1++                  15 ,
N3.8+++                 15 ,
S1.2.5--                15 ,
A3-                     14 ,
A1.3-                   13 ,
A10++                   13 ,
A5.2                    13 ,
S7.3-                   13 ,
X5.2++                  13 ,
A8+                     11 ,
A9                      11 ,
E4.1+++                 11 ,
N3.5--                  11 ,
A11.1--                 10 ,
A5                      10 ,
H4-                     10 ,
N3.7--                  10 ,
T4                      10 ,
X8++                    10 ,
A13.3+++                 9 ,
A4.2--                   9 ,
A5.1++++++               9 ,
E4.1++                   9 ,
I1.1--                   9 ,
O4.6--                   9 ,
A6.2+++                  8 ,
O4.6++                   8 ,
S9-                      8 ,
X5.2                     8 ,
O4.2++                   7 ,
S8                       7 ,
X6-                      7 ,
E4.1--                   6 ,
G2.2++                   6 ,
S5                       6 ,
A11.2                    5 ,
E4.1---                  5 ,
I1.1+++                  5 ,
P1-                      5 ,
S1.2.5---                5 ,
X2.1+                    5 ,
A1.1.1-                  4 ,
A15++                    4 ,
I1.3---                  4 ,
N3.3-+++                 4 ,
Q2.2-                    4 ,
S1.2.4                   4 ,
S3.1-                    4 ,
S5+++                    4 ,
X5.2+++                  4 ,
A1.7+++                  3 ,
A4.1+                    3 ,
A4.2---                  3 ,
A5.3++                   3 ,
B2++                     3 ,
F2+++                    3 ,
N6++++                   3 ,
O1.3-                    3 ,
S3.2-                    3 ,
T4++++                   3 ,
X7                       3 ,
A1.5                     2 ,
A13.7+++                 2 ,
A5.1---+++               2 ,
A5.4+++                  2 ,
A6.2--                   2 ,
B4-                      2 ,
E3++                     2 ,
E3--                     2 ,
F3-                      2 ,
N3.3+++                  2 ,
N3.6-                    2 ,
N3.8-+++                 2 ,
N5++++                   2 ,
O4.1+                    2 ,
O4.2+++                  2 ,
O4.3-                    2 ,
O4.6---                  2 ,
S1.2.3+++                2 ,
S1.2.5++++++             2 ,
X3+                      2 ,
X3.2--                   2 ,
A1.1.2-                  1 ,
A1.2.6-                  1 ,
A1.8                     1 ,
A12                      1 ,
A12++++                  1 ,
A12++++++                1 ,
A13.2+++                 1 ,
A13.4+++                 1 ,
A15+++                   1 ,
A4.1-                    1 ,
A4.2++                   1 ,
A5.2++                   1 ,
A6.2++                   1 ,
A7++                     1 ,
B2+++                    1 ,
E2--                     1 ,
G1.2-                    1 ,
H5-                      1 ,
I1.1---                  1 ,
M4-                      1 ,
M5+                      1 ,
N3.1-                    1 ,
N3.3++                   1 ,
N3.3---+++               1 ,
N3.4--                   1 ,
N3.7++++                 1 ,
N5.1+++                  1 ,
N5.1++++                 1 ,
O4.2---                  1 ,
O4.4+++                  1 ,
S1.2.2---                1 ,
S4T1.1.1                 1 ,
T1.1.2-                  1 ,
T1.3++++                 1 ,
T23-                     1 ,
T4-+++                   1 ,
X5.1                     1 ,
X8+++                    1 ,
X8-                      1 ,